    -2.503E-0002      1.638E-0028      3.322E-0009      8.306E-0009
     2.503E-0002      1.638E-0028      3.322E-0009      8.306E-0009
     7.508E-0002      1.645E-0028      3.325E-0009      8.311E-0009
     1.251E-0001      1.740E-0028      3.324E-0009      8.310E-0009
     1.752E-0001      1.881E-0028      3.324E-0009      8.310E-0009
     2.252E-0001      2.060E-0028      3.324E-0009      8.311E-0009
     2.753E-0001      2.274E-0028      3.324E-0009      8.310E-0009
     3.253E-0001      2.523E-0028      3.324E-0009      8.310E-0009
     3.754E-0001      2.809E-0028      3.324E-0009      8.310E-0009
     4.254E-0001      3.133E-0028      3.324E-0009      8.310E-0009
     4.755E-0001      3.497E-0028      3.324E-0009      8.310E-0009
     5.255E-0001      3.904E-0028      3.324E-0009      8.310E-0009
     5.756E-0001      4.358E-0028      3.324E-0009      8.310E-0009
     6.256E-0001      4.861E-0028      3.324E-0009      8.310E-0009
     6.757E-0001      5.419E-0028      3.324E-0009      8.310E-0009
     7.257E-0001      6.034E-0028      3.324E-0009      8.310E-0009
     7.758E-0001      6.713E-0028      3.324E-0009      8.310E-0009
     8.258E-0001      7.460E-0028      3.324E-0009      8.310E-0009
     8.759E-0001      8.281E-0028      3.324E-0009      8.310E-0009
     9.259E-0001      9.183E-0028      3.324E-0009      8.311E-0009
     9.760E-0001      1.017E-0027      3.324E-0009      8.311E-0009
     1.026E+0000      1.126E-0027      3.324E-0009      8.311E-0009
     1.076E+0000      1.244E-0027      3.324E-0009      8.311E-0009
     1.126E+0000      1.374E-0027      3.324E-0009      8.311E-0009
     1.176E+0000      1.516E-0027      3.324E-0009      8.311E-0009
     1.226E+0000      1.671E-0027      3.324E-0009      8.311E-0009
     1.276E+0000      1.840E-0027      3.324E-0009      8.311E-0009
     1.326E+0000      2.025E-0027      3.324E-0009      8.311E-0009
     1.376E+0000      2.226E-0027      3.324E-0009      8.311E-0009
     1.426E+0000      2.446E-0027      3.324E-0009      8.311E-0009
     1.476E+0000      2.685E-0027      3.324E-0009      8.311E-0009
     1.527E+0000      2.945E-0027      3.325E-0009      8.311E-0009
     1.577E+0000      3.228E-0027      3.325E-0009      8.311E-0009
     1.627E+0000      3.537E-0027      3.325E-0009      8.312E-0009
     1.677E+0000      3.872E-0027      3.325E-0009      8.312E-0009
     1.727E+0000      4.236E-0027      3.325E-0009      8.312E-0009
     1.777E+0000      4.632E-0027      3.325E-0009      8.312E-0009
     1.827E+0000      5.062E-0027      3.325E-0009      8.312E-0009
     1.877E+0000      5.529E-0027      3.325E-0009      8.313E-0009
     1.927E+0000      6.036E-0027      3.325E-0009      8.313E-0009
     1.977E+0000      6.586E-0027      3.325E-0009      8.313E-0009
     2.027E+0000      7.183E-0027      3.325E-0009      8.314E-0009
     2.077E+0000      7.831E-0027      3.326E-0009      8.314E-0009
     2.127E+0000      8.533E-0027      3.326E-0009      8.315E-0009
     2.177E+0000      9.295E-0027      3.326E-0009      8.315E-0009
     2.227E+0000      1.012E-0026      3.326E-0009      8.316E-0009
     2.277E+0000      1.101E-0026      3.327E-0009      8.316E-0009
     2.327E+0000      1.198E-0026      3.327E-0009      8.317E-0009
     2.377E+0000      1.303E-0026      3.327E-0009      8.318E-0009
     2.427E+0000      1.417E-0026      3.328E-0009      8.319E-0009
     2.477E+0000      1.540E-0026      3.328E-0009      8.320E-0009
     2.528E+0000      1.673E-0026      3.328E-0009      8.321E-0009
     2.578E+0000      1.818E-0026      3.329E-0009      8.322E-0009
     2.628E+0000      1.974E-0026      3.329E-0009      8.324E-0009
     2.678E+0000      2.143E-0026      3.330E-0009      8.325E-0009
     2.728E+0000      2.325E-0026      3.331E-0009      8.327E-0009
     2.778E+0000      2.523E-0026      3.331E-0009      8.329E-0009
     2.828E+0000      2.737E-0026      3.332E-0009      8.331E-0009
     2.878E+0000      2.968E-0026      3.333E-0009      8.333E-0009
     2.928E+0000      3.217E-0026      3.334E-0009      8.336E-0009
     2.978E+0000      3.488E-0026      3.335E-0009      8.338E-0009
     3.028E+0000      3.779E-0026      3.337E-0009      8.341E-0009
     3.078E+0000      4.095E-0026      3.338E-0009      8.345E-0009
     3.128E+0000      4.436E-0026      3.339E-0009      8.348E-0009
     3.178E+0000      4.804E-0026      3.341E-0009      8.352E-0009
     3.228E+0000      5.202E-0026      3.343E-0009      8.357E-0009
     3.278E+0000      5.631E-0026      3.345E-0009      8.362E-0009
     3.328E+0000      6.095E-0026      3.347E-0009      8.367E-0009
     3.378E+0000      6.597E-0026      3.349E-0009      8.373E-0009
     3.428E+0000      7.138E-0026      3.352E-0009      8.380E-0009
     3.478E+0000      7.722E-0026      3.355E-0009      8.387E-0009
     3.529E+0000      8.353E-0026      3.358E-0009      8.395E-0009
     3.579E+0000      9.035E-0026      3.361E-0009      8.403E-0009
     3.629E+0000      9.770E-0026      3.365E-0009      8.413E-0009
     3.679E+0000      1.056E-0025      3.369E-0009      8.423E-0009
     3.729E+0000      1.142E-0025      3.374E-0009      8.435E-0009
     3.779E+0000      1.235E-0025      3.379E-0009      8.447E-0009
     3.829E+0000      1.335E-0025      3.384E-0009      8.461E-0009
     3.879E+0000      1.443E-0025      3.390E-0009      8.476E-0009
     3.929E+0000      1.559E-0025      3.397E-0009      8.492E-0009
     3.979E+0000      1.685E-0025      3.404E-0009      8.510E-0009
     4.029E+0000      1.821E-0025      3.412E-0009      8.530E-0009
     4.079E+0000      1.968E-0025      3.421E-0009      8.552E-0009
     4.129E+0000      2.127E-0025      3.430E-0009      8.575E-0009
     4.179E+0000      2.299E-0025      3.441E-0009      8.601E-0009
     4.229E+0000      2.485E-0025      3.452E-0009      8.630E-0009
     4.279E+0000      2.686E-0025      3.464E-0009      8.661E-0009
     4.329E+0000      2.903E-0025      3.478E-0009      8.695E-0009
     4.379E+0000      3.139E-0025      3.493E-0009      8.733E-0009
     4.429E+0000      3.394E-0025      3.510E-0009      8.774E-0009
     4.479E+0000      3.671E-0025      3.528E-0009      8.819E-0009
     4.530E+0000      3.971E-0025      3.548E-0009      8.869E-0009
     4.580E+0000      4.297E-0025      3.569E-0009      8.923E-0009
     4.630E+0000      4.651E-0025      3.593E-0009      8.983E-0009
     4.680E+0000      5.037E-0025      3.620E-0009      9.049E-0009
     4.730E+0000      5.456E-0025      3.648E-0009      9.121E-0009
     4.780E+0000      5.914E-0025      3.680E-0009      9.201E-0009
     4.830E+0000      6.413E-0025      3.715E-0009      9.288E-0009
     4.880E+0000      6.959E-0025      3.754E-0009      9.385E-0009
     4.930E+0000      7.556E-0025      3.796E-0009      9.491E-0009
     4.980E+0000      8.212E-0025      3.843E-0009      9.608E-0009
     5.030E+0000      8.932E-0025      3.895E-0009      9.738E-0009
     5.080E+0000      9.725E-0025      3.953E-0009      9.882E-0009
     5.130E+0000      1.060E-0024      4.017E-0009      1.004E-0008
     5.180E+0000      1.157E-0024      4.088E-0009      1.022E-0008
     5.230E+0000      1.264E-0024      4.167E-0009      1.042E-0008
     5.280E+0000      1.384E-0024      4.255E-0009      1.064E-0008
     5.330E+0000      1.517E-0024      4.353E-0009      1.088E-0008
     5.380E+0000      1.666E-0024      4.463E-0009      1.116E-0008
     5.430E+0000      1.834E-0024      4.587E-0009      1.147E-0008
     5.480E+0000      2.023E-0024      4.726E-0009      1.182E-0008
     5.531E+0000      2.238E-0024      4.884E-0009      1.221E-0008
     5.581E+0000      2.482E-0024      5.062E-0009      1.266E-0008
     5.631E+0000      2.762E-0024      5.265E-0009      1.316E-0008
     5.681E+0000      3.084E-0024      5.497E-0009      1.374E-0008
     5.731E+0000      3.456E-0024      5.763E-0009      1.441E-0008
     5.781E+0000      3.890E-0024      6.070E-0009      1.517E-0008
     5.831E+0000      4.397E-0024      6.422E-0009      1.606E-0008
     5.881E+0000      4.992E-0024      6.825E-0009      1.706E-0008
     5.931E+0000      5.685E-0024      7.270E-0009      1.818E-0008
     5.981E+0000      6.463E-0024      7.709E-0009      1.927E-0008
     6.031E+0000      7.242E-0024      7.988E-0009      1.997E-0008
     6.081E+0000      7.797E-0024      7.792E-0009      1.948E-0008
     6.131E+0000      7.736E-0024      6.710E-0009      1.678E-0008
     6.181E+0000      6.697E-0024      4.608E-0009      1.152E-0008
     6.231E+0000      4.838E-0024      2.133E-0009      5.333E-0009
     6.281E+0000      3.078E-0024      4.850E-0010      1.213E-0009
     6.331E+0000      2.196E-0024      2.510E-0011      6.274E-0011
     6.381E+0000      2.009E-0024      5.538E-0014      1.385E-0013
     6.431E+0000      2.000E-0024      3.111E-0019      7.777E-0019
     6.481E+0000      2.000E-0024      1.247E-0029      3.117E-0029
     6.532E+0000      2.000E-0024      2.372E-0050      5.929E-0050
     6.582E+0000      2.000E-0024      8.978E-0092      2.245E-0091
     6.632E+0000      2.000E-0024      1.038E-0174      2.596E-0174
     6.682E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.732E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.782E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.832E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.882E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.932E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     6.982E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.032E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.082E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.132E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.182E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.232E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.282E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.332E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.382E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.432E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.482E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.533E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.583E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.633E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.683E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.733E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.783E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.833E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.883E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.933E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     7.983E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.033E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.083E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.133E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.183E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.233E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.283E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.333E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.383E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.433E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.483E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.534E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.584E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.634E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.684E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.734E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.784E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.834E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.884E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.934E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     8.984E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.034E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.084E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.134E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.184E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.234E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.284E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.334E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.384E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.434E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.484E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.535E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.585E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.635E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.685E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.735E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.785E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.835E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.885E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.935E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     9.985E+0000      2.000E-0024      0.000E+0000      0.000E+0000
     1.004E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.009E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.014E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.019E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.024E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.029E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.034E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.039E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.044E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.049E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.054E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.059E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.064E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.069E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.074E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.079E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.084E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.089E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.094E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.099E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.104E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.109E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.114E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.119E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.124E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.129E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.134E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.139E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.144E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.149E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.154E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.159E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.164E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.169E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.174E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.179E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.184E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.189E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.194E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.199E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.204E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.209E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.214E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.219E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.224E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.229E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.234E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.239E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.244E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.249E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.254E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.259E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.264E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.269E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.274E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.279E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.284E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.289E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.294E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.299E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.304E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.309E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.314E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.319E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.324E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.329E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.334E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.339E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.344E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.349E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.354E+0001      2.000E-0024      0.000E+0000      0.000E+0000
     1.359E+0001      2.000E-0024      0.000E+0000      0.000E+0000
